chain,segment,code,name,curType,reason,evidenceStatus,refs,triggerCat,candStatus,【审】newType,【审】newReason,【审】action,【审】note
ai-infra,其他链上环节,000962,东方钽业,candidate,钽粉、钽丝、钽铌制品和电容器材料,needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,其他链上环节,002428,云南锗业,candidate,锗矿、四氯化锗、红外光学和化合物半导体材料,needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,先进封装/封测,300285,国瓷材料,candidate,MLCC介质粉体、电子浆料和纳米氧化锆,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,605090,九丰能源,candidate,LNG/LPG主业及高纯氦气资源与终端供应,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,数据中心电力,300602,飞荣达,candidate,液冷板、CDU及电磁屏蔽与热管理器件,needs_review,none,,move_to_data-center-power,,,remove,[move_to_data-center-power] 电力/温控/供配电外溢链已独立；从 AI 推理基础设施链静态关系移出，保留在 data-center-power，AI 推理页可用“相关链”承接。
ai-infra,数据中心电力,300990,同飞股份,candidate,冷板及浸没液冷方案、CDU、冷站和换热设备,needs_review,none,,move_to_data-center-power,,,remove,[move_to_data-center-power] 电力/温控/供配电外溢链已独立；从 AI 推理基础设施链静态关系移出，保留在 data-center-power，AI 推理页可用“相关链”承接。
ai-infra,数据中心电力,920808,曙光数创,candidate,浸没与冷板液冷基础设施、室外冷却及预制管路,needs_review,none,,move_to_data-center-power,,,remove,[move_to_data-center-power] 电力/温控/供配电外溢链已独立；从 AI 推理基础设施链静态关系移出，保留在 data-center-power，AI 推理页可用“相关链”承接。
ai-infra,先进封装/封测,688535,华海诚科,candidate,环氧塑封料、底部填充等先进封装材料,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,半导体设备,688019,安集科技,candidate,CMP抛光液、湿电子化学品、电镀液和添加剂,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,半导体设备,300054,鼎龙股份,candidate,CMP抛光垫、抛光液和半导体显示材料,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,688300,联瑞新材,candidate,球形硅微粉、氧化铝等功能性粉体,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,半导体设备,300666,江丰电子,candidate,超高纯金属溅射靶材和半导体精密零部件,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,688268,华特气体,candidate,光刻、蚀刻、成膜和掺杂用高纯电子特气,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,688106,金宏气体,candidate,大宗气体、电子特气和现场制气服务,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,002409,雅克科技,candidate,前驱体、光刻胶配套材料、LNG保温和电子材料平台,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,600206,有研新材,candidate,靶材、稀贵金属和半导体功能材料,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,300346,南大光电,candidate,前驱体、电子特气、光刻胶及配套材料,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,300236,上海新阳,candidate,电镀液、清洗液、光刻胶配套和晶圆制造化学品,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,先进封装/封测,300408,三环集团,candidate,MLCC陶瓷材料、陶瓷基板和电子陶瓷元件,needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,服务器/算力代工,002436,兴森科技,candidate,IC封装基板、样板和高速PCB,needs_review,none,,needs_evidence,indirect,IC封装基板/高速 PCB，升间接；需封装基板和 AI 服务器链条证据。,promote,[needs_evidence] IC封装基板/高速 PCB，升间接；需封装基板和 AI 服务器链条证据。
ai-infra,服务器/算力代工,603256,宏和科技,candidate,高端电子级玻纤布和低介电电子布,needs_review,none,,needs_evidence,indirect,高端电子级玻纤布/低介电材料属 PCB 上游，升间接但不得直接。,promote,[needs_evidence] 高端电子级玻纤布/低介电材料属 PCB 上游，升间接但不得直接。
ai-infra,服务器/算力代工,605589,圣泉集团,candidate,酚醛树脂、特种环氧树脂和电子材料,needs_review,none,,needs_evidence,indirect,电子材料/树脂属 PCB/封装材料上游，升间接，需 AI 服务器/封装客户验证。,promote,[needs_evidence] 电子材料/树脂属 PCB/封装材料上游，升间接，需 AI 服务器/封装客户验证。
ai-infra,服务器/算力代工,301217,铜冠铜箔,candidate,PCB用电子铜箔和锂电铜箔,needs_review,none,,needs_evidence,indirect,电子铜箔属 PCB 上游材料，升间接；传导较远，需订单验证。,promote,[needs_evidence] 电子铜箔属 PCB 上游材料，升间接；传导较远，需订单验证。
ai-infra,服务器/算力代工,301511,德福科技,candidate,电子电路铜箔和锂电铜箔,needs_review,none,,needs_evidence,indirect,电子电路铜箔属 PCB 上游材料，升间接；传导较远，需订单验证。,promote,[needs_evidence] 电子电路铜箔属 PCB 上游材料，升间接；传导较远，需订单验证。
ai-infra,国产算力芯片,300474,景嘉微,candidate,"国产GPU稀缺标的,军用+信创图形处理器",needs_review,none,,needs_evidence,sentiment,国产 GPU 稀缺标的，但和海外 AI 推理链无供货传导，先 sentiment；需订单/收入验证。,retype,[needs_evidence] 国产 GPU 稀缺标的，但和海外 AI 推理链无供货传导，先 sentiment；需订单/收入验证。
ai-infra,服务器/算力代工,603019,中科曙光,candidate,"国产算力整机龙头,海光与曙光数创母公司",needs_review,none,,needs_evidence,indirect,国产算力整机/海光关联，可升间接；需整机订单和收入验证。,promote,[needs_evidence] 国产算力整机/海光关联，可升间接；需整机订单和收入验证。
ai-infra,先进封装/封测,002185,华天科技,candidate,"封测三巨头之一,先进封装布局",needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,铜连接/高速互连(铜),300563,神宇股份,candidate,"高速线缆/同轴线材,铜连接二线弹性",needs_review,none,,needs_evidence,indirect,高速线缆/铜连接二线，升间接；需 GB/AI服务器铜连接客户验证。,promote,[needs_evidence] 高速线缆/铜连接二线，升间接；需 GB/AI服务器铜连接客户验证。
ai-infra,存储/HBM,600667,太极实业,candidate,"海力士无锡封测合资,HBM后道配套",needs_review,none,,move_to_storage_hbm_chain,,,remove,[move_to_storage_hbm_chain] 存储/HBM 需要独立链或子链；多数不是 HBM 直接供应，先移出 AI 推理静态关系，后续按存储链重审。
ai-infra,光模块/高速互连,688702,盛科通信,candidate,"国产交换芯片唯一标的,对标博通Tomahawk",needs_review,none,,needs_evidence,indirect,国产交换芯片与 AI 网络相关，升间接；需数据中心交换芯片订单/客户验证。,promote,[needs_evidence] 国产交换芯片与 AI 网络相关，升间接；需数据中心交换芯片订单/客户验证。
ai-infra,半导体设备,688082,盛美上海,candidate,"清洗设备龙头,半导体前道设备平台",needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,半导体设备,688037,芯源微,candidate,"涂胶显影设备唯一标的,光刻配套",needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,光模块/高速互连,300620,光库科技,candidate,"薄膜铌酸锂/光器件,CPO与相干光核心",needs_review,none,,needs_evidence,indirect,薄膜铌酸锂/光器件/CPO 上游，升间接；需验证数据中心客户和收入占比。,promote,[needs_evidence] 薄膜铌酸锂/光器件/CPO 上游，升间接；需验证数据中心客户和收入占比。
ai-infra,光模块/高速互连,603083,剑桥科技,candidate,数通光模块+硅光/CPO概念,needs_review,none,,needs_evidence,indirect,数通光模块/CPO 概念，可升间接但置信不高；需客户和订单验证。,promote,[needs_evidence] 数通光模块/CPO 概念，可升间接但置信不高；需客户和订单验证。
ai-infra,光模块/高速互连,688313,仕佳光子,candidate,"光分路器芯片/MPO,光模块上游",needs_review,none,,needs_evidence,indirect,光模块上游器件，升间接；需业务暴露验证。,promote,[needs_evidence] 光模块上游器件，升间接；需业务暴露验证。
ai-infra,其他链上环节,002472,双环传动,candidate,"齿轮/减速器龙头,人形机器人执行器",needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,其他链上环节,603667,五洲新春,candidate,"轴承+丝杠,机器人执行器二线",needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,其他链上环节,603728,鸣志电器,candidate,"空心杯/步进电机,机器人电机核心",needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,其他链上环节,003021,兆威机电,candidate,微型传动/灵巧手核心,needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,其他链上环节,002415,海康威视,candidate,"安防+AI视觉龙头,AI落地标杆",needs_review,none,,remove_or_future_thematic_chain,,,remove,[remove_or_future_thematic_chain] 与 AI 推理基础设施传导过远；从 ai-infra 移出，后续如做机器人/端侧AI/资源/军工链再独立审。
ai-infra,先进封装/封测,688362,甬矽电子,candidate,"先进封装二线,SiP/倒装布局",needs_review,none,,move_to_semiconductor_equipment_or_advanced_packaging_chain,,,remove,[move_to_semiconductor_equipment_or_advanced_packaging_chain] 不放入 AI 推理基础设施静态关系；移入后续“半导体设备/先进封装/材料链”候选。
ai-infra,海外事件触发源,NVDA,英伟达,trigger,"AI 算力霸主,GPU 绝对龙头",manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,AMD,超威半导体,trigger,"GPU 第二极,MI 系列对标英伟达",manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,AVGO,博通,trigger,定制 ASIC + 网络芯片双轮,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,TSM,台积电,trigger,先进制程独家代工,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,ASML,阿斯麦,trigger,EUV 光刻机独家供应,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,MU,美光,trigger,HBM 高带宽存储三巨头之一,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,MRVL,迈威尔,trigger,光 DSP + 定制芯片,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,ARM,Arm,trigger,全球 CPU 架构 IP 授权,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,INTC,英特尔,trigger,x86 CPU 老牌龙头,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,SMCI,超微电脑,trigger,AI 服务器整机弹性标的,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,DELL,戴尔,trigger,企业级 AI 服务器主力,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,ANET,Arista,trigger,数据中心高速交换机龙头,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,VRT,Vertiv,trigger,数据中心液冷与供配电,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,MSFT,微软,trigger,Azure + OpenAI 算力买方,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,GOOGL,谷歌,trigger,自研 TPU + 云需求,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,AMZN,亚马逊,trigger,AWS 全球最大云厂,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,META,Meta,trigger,开源大模型 + 巨额算力投入,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,ORCL,甲骨文,trigger,OCI 云 + RPO 暴增,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,PLTR,Palantir,trigger,AI 落地应用平台,manual_only,none,ai-application,,,,remove,[move_to_ai_application_trigger] 更适合作为 AI 应用/数据授权触发源；从 ai-infra 移出，路由到 ai-application insight。
ai-infra,海外事件触发源,TSLA,特斯拉,trigger,FSD + 人形机器人 Optimus,manual_only,none,auto-robot,,,,remove,[move_to_robot_ev_trigger] 智能车/机器人触发源，和 AI 推理基础设施不是同一链，移出。
ai-infra,海外事件触发源,CRWV,CoreWeave,trigger,纯 GPU 云租赁新贵,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,COHR,相干,trigger,光器件与光芯片,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,LRCX,泛林半导体,trigger,刻蚀设备龙头,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,AMAT,应用材料,trigger,全球最大半导体设备商,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,CDNS,Cadence,trigger,EDA 工具双寡头之一,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,SNPS,新思科技,trigger,EDA 工具双寡头之一,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,DLR,Digital Realty,trigger,全球数据中心 REIT,manual_only,none,ai-infra,,trigger,,keep,保留。
ai-infra,海外事件触发源,LITE,Lumentum Holdings,trigger,光器件与数据中心互联,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,FN,Fabrinet,trigger,光通信代工,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,CIEN,Ciena,trigger,光网络系统,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,IPGP,IPG Photonics,trigger,工业激光器,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,GLW,Corning,trigger,光纤与特种材料,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,WDC,Western Digital,trigger,大容量HDD,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,SNDK,Sandisk,trigger,NAND与企业级SSD,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,STX,Seagate Technology,trigger,大容量HDD,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,CLS,Celestica,trigger,ODM制造,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,NBIS,Nebius Group,trigger,AI基础设施服务,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,CVX,Chevron,trigger,综合油气与基础负荷,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,LNG,Cheniere Energy,trigger,液化天然气出口,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,GEV,GE Vernova,trigger,电网与燃气轮机,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,BE,Bloom Energy,trigger,燃料电池与分布式供电,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,FLNC,Fluence Energy,trigger,储能系统,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,AES,The AES Corporation,trigger,公用事业与可再生能源,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,SMR,NuScale Power,trigger,小型模块化反应堆,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,OKLO,Oklo,trigger,微型反应堆,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,UUUU,Energy Fuels,trigger,铀矿与稀土,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
ai-infra,海外事件触发源,GOOG,Alphabet,trigger,GCP、Gemini与TPU,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,NOW,ServiceNow,trigger,企业SaaS与AI工作流,manual_only,none,ai-application,,,,remove,[move_to_ai_application_trigger] 更适合作为 AI 应用/数据授权触发源；从 ai-infra 移出，路由到 ai-application insight。
ai-infra,海外事件触发源,SNOW,Snowflake,trigger,云数据平台,manual_only,none,ai-application,,,,remove,[move_to_ai_application_trigger] 更适合作为 AI 应用/数据授权触发源；从 ai-infra 移出，路由到 ai-application insight。
ai-infra,海外事件触发源,LI,Li Auto,trigger,智能电动车,manual_only,none,auto-robot,,,,remove,[move_to_robot_ev_trigger] 智能车/机器人触发源，和 AI 推理基础设施不是同一链，移出。
ai-infra,海外事件触发源,XPEV,XPeng,trigger,智能驾驶与电动车,manual_only,none,auto-robot,,,,remove,[move_to_robot_ev_trigger] 智能车/机器人触发源，和 AI 推理基础设施不是同一链，移出。
ai-infra,海外事件触发源,COIN,Coinbase Global,trigger,加密交易所,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,RIOT,Riot Platforms,trigger,矿企向AI算力转型,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,BTDR,Bitdeer Technologies,trigger,矿企与AI数据中心,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,IREN,IREN Limited,trigger,矿企与AI云,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,GLXY,Galaxy Digital,trigger,加密金融服务,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,CRCL,Circle Internet Group,trigger,USDC发行方,manual_only,none,crypto,,,,remove,[remove_or_future_crypto_ai_datacenter_trigger] 加密/矿企/稳定币不是 AI 推理基础设施主触发源；如做 AI 数据中心/算力租赁外溢再单独审。
ai-infra,海外事件触发源,RKLB,Rocket Lab USA,trigger,火箭与卫星制造,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,ASTS,AST SpaceMobile,trigger,卫星直连手机,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,PL,Planet Labs PBC,trigger,遥感卫星与地理数据,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,LMT,Lockheed Martin,trigger,大型国防承包商,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,RTX,RTX Corporation,trigger,航空航天与国防系统,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,AVAV,AeroVironment,trigger,无人机与反无人机,manual_only,none,aero-defense,,,,remove,[remove_or_future_space_defense_trigger] 航天/军工/无人机触发源不属于 AI 推理基础设施，移出。
ai-infra,海外事件触发源,SITM,SiTime,trigger,精密时钟与MEMS振荡器,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,RDDT,Reddit,trigger,社区内容与AI数据授权,manual_only,none,ai-application,,,,remove,[move_to_ai_application_trigger] 更适合作为 AI 应用/数据授权触发源；从 ai-infra 移出，路由到 ai-application insight。
ai-infra,海外事件触发源,VECO,Veeco Instruments,trigger,激光退火、MOCVD与硅光设备,manual_only,none,semiconductor,,,,remove,[move_to_semiconductor_equipment_trigger] 更适合作为半导体设备/EDA/材料触发源；不建议归入 AI 推理基础设施主触发源。
ai-infra,海外事件触发源,CRDO,Credo Technology,trigger,AEC、SerDes与高速连接芯片,manual_only,none,ai-infra,,trigger,,keep,保留为 AI 推理/基础设施触发源；建议补 triggerGroup，避免所有美股同一类 trigger。
ai-infra,海外事件触发源,ETN,Eaton,trigger,配电、UPS与电气设备,manual_only,none,data-center-power,,,,remove,[move_to_data-center-power_trigger] 更适合作为数据中心电力/能源侧触发源；不归 AI 推理基础设施静态触发源。
